스시카요
한바다횟집,"한바다횟집,https://www.youtube.com/watch?v=xcThsLucuyg,408,2,0,82,0,0"
삼천포횟집
오륙도낙지,"오륙도낙지,https://www.youtube.com/watch?v=hjMIZfiPcTU,62125,1008,165,2032,0,0","오륙도낙지,https://www.youtube.com/watch?v=wrRVPPaJUDI,123,1,0,192,0,0"
살아있네문어
명소횟집
회식,"회식,https://www.youtube.com/watch?v=ey_jQh5-_pU,5076109,52916,3085,831,0,0","회식,https://www.youtube.com/watch?v=4_eOMTwQUzo,4196077,230912,4207,5322,0,0"
토모
대성수산,"대성수산,https://www.youtube.com/watch?v=s0aPUrtgYlg,7060,62,6,2948,0,0","대성수산,https://www.youtube.com/watch?v=Y7GFrNSaPGY,569037,2992,0,1410,0,0"
신촌참치,"신촌참치,https://www.youtube.com/watch?v=HvuyCN3JVQo,44,3,0,233,0,0"
동해회도매집
혼토스시,"혼토스시,https://www.youtube.com/watch?v=2ddkquLCEXE,64,1,0,92,0,0","혼토스시,https://www.youtube.com/watch?v=ZgLfgfNANfU,71,1,0,273,0,0"
원조조방낙지,"원조조방낙지,https://www.youtube.com/watch?v=izup1WsvaEw,3346,28,6,1080,0,0","원조조방낙지,https://www.youtube.com/watch?v=hK13o-rNiHc,4361,36,9,159,0,0"
호주에서온스시
원참가자미횟집,"원참가자미횟집,https://www.youtube.com/watch?v=e9BT3urVUmY,103,3,0,228,0,0"
칼슘왕멸치쌈밥,"칼슘왕멸치쌈밥,https://www.youtube.com/watch?v=JGmThDpjZHY,2450,19,0,54,0,0","칼슘왕멸치쌈밥,https://www.youtube.com/watch?v=eXabbUArdSA,56,1,0,91,0,0"
텐동롯코,"텐동롯코,https://www.youtube.com/watch?v=Fzpe_4U191k,12811,175,64,1135,0,0"
와와횟집
오뚜기횟집,"오뚜기횟집,https://www.youtube.com/watch?v=naizW37S-as,557,4,2,2079,0,0"
하루돈부리
선참치
대양회직판장
교토밥상,"교토밥상,https://www.youtube.com/watch?v=c14C8YSUUMA,488,6,1,41,0,0","교토밥상,https://www.youtube.com/watch?v=Ovb-uHG41Us,29765,232,71,2047,0,0","교토밥상,https://www.youtube.com/watch?v=2jVWZLqiOsw,826,10,0,90,0,0"
별궁아구찜
남산시장횟집
상선도매횟집
꾼2013
진부령황태탕
골목집,"골목집,https://www.youtube.com/watch?v=EOsZBk8gDWs,594652,5520,559,816,0,0","골목집,https://www.youtube.com/watch?v=AmHoLqHbSGU,17685,203,21,932,0,0"
충무대구탕
고성대흥횟집
싸리초밥
기장방우횟집,"기장방우횟집,https://www.youtube.com/watch?v=RaSCJzQAARg,2743,32,3,169,0,0"
포항임곡물회,"포항임곡물회,https://www.youtube.com/watch?v=oVMONLEMJD0,1286,27,2,56,0,0"
오이시이푸드
씨포그(SEEFOG)
다이와,"다이와,https://www.youtube.com/watch?v=Rr7bS5hs3I4,7323,186,24,2942,0,0","다이와,https://www.youtube.com/watch?v=xvhlT7rYBF4,846,10,4,30,0,0","다이와,https://www.youtube.com/watch?v=9i3Qcbxgvww,6719,152,6,1244,0,0","다이와,https://www.youtube.com/watch?v=Usy4-NhPZ_Q,13502,120,17,0,0,0"
동현횟집
생생모밀
열도횟집
물고기자리,"물고기자리,https://www.youtube.com/watch?v=Mg9xB3ecsT8,2839177,14160,535,624,0,0","물고기자리,https://www.youtube.com/watch?v=g_Yo-KTKVB4,363025,2832,99,928,0,0","물고기자리,https://www.youtube.com/watch?v=1ip5j1qZYKo,293822,2582,106,676,0,0","물고기자리,https://www.youtube.com/watch?v=Fi8LkmdbGA0,6684399,20268,2027,0,0,0"
오륜대향어회
바로바로도매횟집
스시완
삼바리,"삼바리,https://www.youtube.com/watch?v=QWGHMh4c8Zk,2118,0,0,23,0,0","삼바리,https://www.youtube.com/watch?v=Tj2gBarXnQA,5121,51,22,3720,0,0","삼바리,https://www.youtube.com/watch?v=3Ij9frGrleQ,1272,0,0,0,0,0","삼바리,https://www.youtube.com/watch?v=PlG07VWskTs,5544,76,43,317,0,0"
연심,"연심,https://www.youtube.com/watch?v=pXyikVdaLZ0,34983,233,6,521,0,0","연심,https://www.youtube.com/watch?v=MA4UxyKRr44,4276,82,56,570,0,0"
이랑공동체
미가참치,"미가참치,https://www.youtube.com/watch?v=VuYAHg2vDr4,2773,58,17,525,0,0","미가참치,https://www.youtube.com/watch?v=qDq3PZA243s,463,2,2,62,0,0"
참치무라,"참치무라,https://www.youtube.com/watch?v=KeWLYOWUYLk,29,0,0,367,0,0"
녹산횟집,"녹산횟집,https://www.youtube.com/watch?v=fYpMPZFli9E,179,1,0,0,0,0","녹산횟집,https://www.youtube.com/watch?v=e_-4XL5ZLNY,485,13,0,0,0,0","녹산횟집,https://www.youtube.com/watch?v=i_zFNgl4I8c,269,13,2,1196,0,0"
통영생선구이,"통영생선구이,https://www.youtube.com/watch?v=Jlsbv4-Z7Uw,7401,60,14,985,0,0"
이수초밥
동해포장횟집
선해횟집
봄스시
야끼몬
대환컴퍼니
금호회관
뚱이네생선구이
스나쿠,"스나쿠,https://www.youtube.com/watch?v=2_Uazf3Z4rQ,492,15,0,47,0,0","스나쿠,https://www.youtube.com/watch?v=woHP_AWu7h0,854,9,0,0,0,0","스나쿠,https://www.youtube.com/watch?v=nELaOqEOAEw,1079,0,0,148,0,0"
호주에서온스시
히다마리,"히다마리,https://www.youtube.com/watch?v=AQWw_E0HwBg,283,7,0,73,0,0","히다마리,https://www.youtube.com/watch?v=2D7pUwsaS9I,197689,1454,95,582,0,0"
